"models_compare_summ_10.models","ROC.Min.","ROC.1st.Qu.","ROC.Median","ROC.Mean","ROC.3rd.Qu.","ROC.Max.","ROC.NA.s","Sens.Min.","Sens.1st.Qu.","Sens.Median","Sens.Mean","Sens.3rd.Qu.","Sens.Max.","Sens.NA.s","Spec.Min.","Spec.1st.Qu.","Spec.Median","Spec.Mean","Spec.3rd.Qu.","Spec.Max.","Spec.NA.s"
"M8_NSC_10_no_pre",0.814039408866995,0.840995557705841,0.864158163265306,0.860568701618578,0.88112684729064,0.915816326530612,0,0.75,0.767857142857143,0.803571428571429,0.806720779220779,0.839285714285714,0.875,0,0.571428571428571,0.654556650246305,0.714285714285714,0.697906403940887,0.724137931034483,0.827586206896552,0
"M8_10_NSC_CS",0.772783251231527,0.842793367346939,0.870876583391977,0.861648726888875,0.888001007613077,0.910076530612245,0,0.767857142857143,0.825162337662338,0.848214285714286,0.842564935064935,0.875,0.892857142857143,0,0.464285714285714,0.580357142857143,0.684113300492611,0.648645320197044,0.71551724137931,0.785714285714286,0
