"models_compare_summ.models","ROC.Min.","ROC.1st.Qu.","ROC.Median","ROC.Mean","ROC.3rd.Qu.","ROC.Max.","ROC.NA.s","Sens.Min.","Sens.1st.Qu.","Sens.Median","Sens.Mean","Sens.3rd.Qu.","Sens.Max.","Sens.NA.s","Spec.Min.","Spec.1st.Qu.","Spec.Median","Spec.Mean","Spec.3rd.Qu.","Spec.Max.","Spec.NA.s"
"M1.1.CART",0.759247448979592,0.803879310344828,0.817118226600985,0.832623332640266,0.865463811896232,0.922831632653061,0,0.785714285714286,0.839285714285714,0.855844155844156,0.858668831168831,0.875,0.928571428571429,0,0.517241379310345,0.586206896551724,0.666256157635468,0.663669950738916,0.767857142857143,0.793103448275862,0
"M1.2.C5.0",0.806958128078818,0.824688819493315,0.838435440790736,0.850673321444565,0.87078037033779,0.918048469387755,0,0.803571428571429,0.84375,0.864935064935065,0.874772727272727,0.919642857142857,0.946428571428571,0,0.620689655172414,0.689655172413793,0.732142857142857,0.727093596059113,0.756465517241379,0.857142857142857,0
