"models_compare_summ.models","ROC.Min.","ROC.1st.Qu.","ROC.Median","ROC.Mean","ROC.3rd.Qu.","ROC.Max.","ROC.NA.s","Sens.Min.","Sens.1st.Qu.","Sens.Median","Sens.Mean","Sens.3rd.Qu.","Sens.Max.","Sens.NA.s","Spec.Min.","Spec.1st.Qu.","Spec.Median","Spec.Mean","Spec.3rd.Qu.","Spec.Max.","Spec.NA.s"
"M8_NSC_no_pre",0.807330827067669,0.861998746867168,0.869360902255639,0.861515556910294,0.881578947368421,0.887308360992571,0,0.776785714285714,0.776785714285714,0.8125,0.810472972972973,0.821428571428571,0.864864864864865,0,0.578947368421053,0.684210526315789,0.684210526315789,0.694736842105263,0.754385964912281,0.771929824561403,0
"M8_NSC_CS",0.807174185463659,0.852443609022556,0.867637844611529,0.860098444308971,0.87249373433584,0.900742848111269,0,0.794642857142857,0.821428571428571,0.848214285714286,0.846267696267696,0.857142857142857,0.90990990990991,0,0.614035087719298,0.649122807017544,0.649122807017544,0.645614035087719,0.649122807017544,0.666666666666667,0
